ItemCode,Branch,InventoryQuantity
265,Seattle F&S,103
265,Tampa F&S,3464
265,Toronto F&S,75146
265,USD Region Offices,988
265,Vancouver F&S,12613
266,Fontana,18
266,Sacramento Main,4
266,Seattle F&S,14
266,Tampa F&S,78
266,Toronto F&S,4
267,Fontana,3
267,Montreal F&S,1
267,Seattle F&S,4
267,Toronto F&S,125
268,Toronto F&S,36
269,Sacramento Main,13
27,Fontana,5
27,Toronto F&S,642
271,Toronto F&S,65
272,Fontana,6
272,Toronto F&S,7
273,Fontana,3
273,Toronto F&S,112
277,Fontana,12
277,Houston F&S,24
277,Seattle F&S,83
277,Toronto F&S,567
277,USD Region Offices,106
278,Atlanta F&S,3
278,Baltimore F&S,45
278,Edmonton F&S,19
278,Fontana,312
278,Great Lakes CC,10
278,Houston F&S,160
278,Montreal F&S,146
278,Seattle F&S,257
278,Tampa F&S,261
278,Toronto F&S,1674
278,USD Region Offices,100
278,Vancouver F&S,373
280,Fontana,23
280,Seattle F&S,20
280,Tampa F&S,30
280,Toronto F&S,246
280,USD Region Offices,30
282,Baltimore F&S,2
282,Edmonton F&S,21
282,Fontana,348
282,Great Lakes CC,156
282,Houston F&S,289
282,Montreal F&S,323
282,Sacramento Main,9
282,Seattle F&S,153
282,Tampa F&S,551
282,Toronto F&S,1868
282,Vancouver F&S,120
285,Atlanta F&S,3
285,Baltimore F&S,46
285,Edmonton F&S,40
285,Fontana,471
285,Great Lakes CC,40
285,Houston F&S,18
285,Montreal F&S,177
285,Seattle F&S,313
285,Tampa F&S,28
285,Toronto F&S,2151
285,USD Region Offices,848
285,Vancouver F&S,307
286,Atlanta F&S,13
286,Edmonton F&S,1
286,Fontana,34
286,Great Lakes CC,33
286,Houston F&S,276
286,Montreal F&S,90
286,Seattle F&S,39
286,Tampa F&S,185
286,Toronto F&S,3075
286,USD Region Offices,444
286,Vancouver F&S,63
287,Baltimore F&S,9
287,Edmonton F&S,13
287,Fontana,1764
287,Great Lakes CC,32
287,Houston F&S,444
287,Montreal F&S,121
287,Seattle F&S,903
287,Tampa F&S,610
287,Toronto F&S,6702
287,USD Region Offices,992
288,Atlanta F&S,1
288,Baltimore F&S,136
288,Great Lakes CC,51
288,Montreal F&S,214
288,Seattle F&S,7796
288,Tampa F&S,5370
288,Toronto F&S,16676
289,Baltimore F&S,102
289,Houston F&S,1000
289,Montreal F&S,210
289,Seattle F&S,1935
289,Tampa F&S,100
289,Toronto F&S,5330
29,Fontana,8
29,Toronto F&S,176
290,Fontana,4
290,Great Lakes CC,1
290,Sacramento Main,4
290,Seattle F&S,10
290,Toronto F&S,4
290,Vancouver F&S,4
293,Toronto F&S,46
296,Tampa F&S,16
296,Toronto F&S,5655
297,Fontana,26
297,Houston F&S,14
297,Seattle F&S,63
297,Toronto F&S,782
297,USD Region Offices,130
299,Atlanta F&S,216
30,Fontana,4
30,Toronto F&S,415
300776,USD Region Offices,100
302,Tampa F&S,34
304,Toronto F&S,931
306,Toronto F&S,54
308,Seattle F&S,40
308,Tampa F&S,24
308,Toronto F&S,122
311,Sacramento Main,1
316,Baltimore F&S,70
316,Toronto F&S,260
317,Baltimore F&S,154
317,Toronto F&S,525
317,USD Region Offices,26
318,Atlanta F&S,24
318,Montreal F&S,238
318,Tampa F&S,60
318,Toronto F&S,643
320,Fontana,12
320,USD Region Offices,152
325,Edmonton F&S,8
325,Fontana,22
325,Houston F&S,16
325,Seattle F&S,13
325,Tampa F&S,39
325,Toronto F&S,166
325,USD Region Offices,12
326,Fontana,2
326,Houston F&S,4
327,Baltimore F&S,46
327,Edmonton F&S,49
327,Fontana,240
327,Great Lakes CC,16
327,Houston F&S,234
327,Montreal F&S,457
327,Sacramento Main,18
327,Seattle F&S,79
327,Tampa F&S,613
327,Toronto F&S,2023
327,USD Region Offices,38
327,Vancouver F&S,130
328,Houston F&S,50
328,Tampa F&S,272
328,Toronto F&S,6
328,USD Region Offices,398
329,Fontana,62
329,Houston F&S,38
329,Seattle F&S,10
329,Tampa F&S,270
329,Toronto F&S,532
329,USD Region Offices,540
329,Vancouver F&S,50
331,Edmonton F&S,3
331,Fontana,18
331,Houston F&S,64
331,Seattle F&S,3
331,Tampa F&S,142
331,Toronto F&S,58
331,USD Region Offices,658
332,Edmonton F&S,4
332,Fontana,8
332,Montreal F&S,2
332,Seattle F&S,16
332,Tampa F&S,75
332,Toronto F&S,136
332,USD Region Offices,348
3328,Atlanta F&S,1780
3328,Baltimore F&S,2405
3328,Fontana,541
3328,Houston F&S,1296
3328,Tampa F&S,5150
333,Edmonton F&S,2
333,Fontana,129
333,Great Lakes CC,90
333,Montreal F&S,13
333,Seattle F&S,113
333,Tampa F&S,858
333,Toronto F&S,612
333,USD Region Offices,4
3332,Edmonton F&S,1054
3332,Montreal F&S,450
3332,Vancouver F&S,314
3333,Toronto F&S,210
3336,Baltimore F&S,250
3336,Fontana,1300
3336,Great Lakes CC,371
3336,Houston F&S,30
3336,Montreal F&S,7
3336,Sacramento Main,372
3336,Seattle F&S,105
3336,Toronto F&S,58
3336,USD Region Offices,360
334,Atlanta F&S,15
334,Edmonton F&S,2
334,Fontana,322
334,Houston F&S,519
334,Montreal F&S,84
334,Seattle F&S,225
334,Tampa F&S,2326
334,Toronto F&S,9402
334,USD Region Offices,3314
334,Vancouver F&S,6
3343,Fontana,3738
3343,Houston F&S,384
3343,Seattle F&S,1518
3346,Atlanta F&S,557
335,Edmonton F&S,8
335,Fontana,21
335,Houston F&S,146
335,Seattle F&S,26
335,Tampa F&S,147
335,Toronto F&S,1587
335,USD Region Offices,924
3350,Fontana,26
3350,Seattle F&S,187
3350,USD Region Offices,50
3351,Edmonton F&S,23
3351,Fontana,56
3351,Great Lakes CC,2
3351,Houston F&S,22
3351,Sacramento Main,12
3351,Seattle F&S,199
3351,Toronto F&S,1
3351,Vancouver F&S,26
3354,Atlanta F&S,16
3355,Edmonton F&S,1
3355,Montreal F&S,200
3358,Atlanta F&S,1
3358,Baltimore F&S,95
3358,Great Lakes CC,32
3358,Toronto F&S,76
3358,USD Region Offices,14
336,Edmonton F&S,8
336,Fontana,8
336,Seattle F&S,20
336,Tampa F&S,166
336,Toronto F&S,806
3360,Atlanta F&S,262
3360,Great Lakes CC,1400
3360,Houston F&S,7565
3360,Tampa F&S,7910
3360,USD Region Offices,1306
3364,Atlanta F&S,690
3368,Tampa F&S,468
3368,Toronto F&S,10
337,Atlanta F&S,2
337,Edmonton F&S,7
337,Fontana,433
337,Great Lakes CC,653
337,Houston F&S,951
337,Montreal F&S,796
337,Sacramento Main,61
337,Seattle F&S,849
337,Tampa F&S,2024
337,Toronto F&S,8175
337,USD Region Offices,191
337,Vancouver F&S,279
3371,Baltimore F&S,917
3371,Fontana,2684
3371,Montreal F&S,319
3371,Sacramento Main,30
3371,Tampa F&S,895
3372,Atlanta F&S,221
3374,Houston F&S,1176
3374,Seattle F&S,1182
338,Baltimore F&S,602
338,Edmonton F&S,702
338,Fontana,14
338,Great Lakes CC,102
338,Houston F&S,715
338,Montreal F&S,324
338,Seattle F&S,170
338,Tampa F&S,1014
338,Toronto F&S,2861
338,USD Region Offices,962
338,Vancouver F&S,560
3383,Fontana,108
3384,Seattle F&S,1083
3384,Tampa F&S,2500
339,Edmonton F&S,276
339,Montreal F&S,92
339,Seattle F&S,285
339,Toronto F&S,6733
3399,Fontana,415
3399,Sacramento Main,12
3399,Seattle F&S,63
340,Edmonton F&S,185
340,Montreal F&S,58
340,Seattle F&S,621
340,Toronto F&S,287
3403,Seattle F&S,206
3405,Atlanta F&S,510
3405,Baltimore F&S,31632
3405,Edmonton F&S,18256
3405,Fontana,3662
3405,Houston F&S,4202
3405,Sacramento Main,331
3405,Seattle F&S,1200
3405,Tampa F&S,3804
3405,Toronto F&S,48420
3406,Atlanta F&S,350
3406,Baltimore F&S,10370
3406,Edmonton F&S,18877
3406,Fontana,387
3406,Great Lakes CC,20
3406,Houston F&S,4110
3406,Montreal F&S,38
3406,Tampa F&S,1800
3406,Toronto F&S,38606
3406,USD Region Offices,51696
3407,Edmonton F&S,13767
3407,Fontana,3000
3407,Montreal F&S,1820
3407,Tampa F&S,187
3407,Toronto F&S,27505
341,Edmonton F&S,131
341,Toronto F&S,67
3412,Atlanta F&S,850
3412,Houston F&S,96
3412,Seattle F&S,93
3413,Toronto F&S,44
3415,Atlanta F&S,1
3415,Baltimore F&S,36
3415,Edmonton F&S,99
3415,Great Lakes CC,52
3415,Montreal F&S,2514
3415,Seattle F&S,58
3415,Tampa F&S,6482
3415,Toronto F&S,6821
3417,Baltimore F&S,718
3418,Montreal F&S,1800
3418,Seattle F&S,4825
3419,Atlanta F&S,1
3419,Baltimore F&S,768
3419,Edmonton F&S,52
3419,Seattle F&S,998
3419,Tampa F&S,7835
3419,Toronto F&S,540
3420,Atlanta F&S,2
3420,Baltimore F&S,8
3420,Edmonton F&S,148
3420,Houston F&S,856
3420,Montreal F&S,28
3420,Seattle F&S,889
3420,Tampa F&S,2876
3420,Toronto F&S,9602
3421,Atlanta F&S,1
3421,Baltimore F&S,108
3421,Edmonton F&S,108
3421,Great Lakes CC,105
3421,Houston F&S,28088
3421,Montreal F&S,228
3421,Seattle F&S,1715
3421,Tampa F&S,437
3421,Toronto F&S,602
3422,Atlanta F&S,2
3422,Baltimore F&S,8
3422,Edmonton F&S,160
3422,Houston F&S,1010
3422,Montreal F&S,28
3422,Seattle F&S,530
3422,Tampa F&S,480
3422,Toronto F&S,9602
3423,Edmonton F&S,200
3423,Houston F&S,940
3423,Montreal F&S,246
3423,Seattle F&S,2240
3423,Toronto F&S,5031
3428,Baltimore F&S,798
3429,Atlanta F&S,80
3429,Edmonton F&S,48
3429,Fontana,94
3429,Houston F&S,204
3429,Sacramento Main,4
3429,Seattle F&S,229
3429,Tampa F&S,142
343,Fontana,48
343,Houston F&S,136
343,Montreal F&S,17
343,Seattle F&S,34
343,Tampa F&S,325
343,Toronto F&S,1082
343,USD Region Offices,986
3432,Seattle F&S,67
344,Atlanta F&S,1
344,Edmonton F&S,12
344,Fontana,95
344,Seattle F&S,55
344,Tampa F&S,7
344,Toronto F&S,778
344,USD Region Offices,940
3442,Atlanta F&S,2178
3442,Baltimore F&S,26755
3442,Edmonton F&S,4361
3442,Fontana,200
3442,Great Lakes CC,4077
3442,Montreal F&S,50
3442,Sacramento Main,50
3442,Seattle F&S,156
3442,Tampa F&S,51201
3442,Toronto F&S,24893
3442,USD Region Offices,56
3447,Fontana,1700
3447,Sacramento Main,846
3447,Seattle F&S,1229
3447,Toronto F&S,826
3448,Atlanta F&S,506
3448,Baltimore F&S,5728
3448,Edmonton F&S,22388
3448,Fontana,6508
3448,Great Lakes CC,4294
3448,Houston F&S,4488
3448,Montreal F&S,1500
3448,Seattle F&S,500
3448,Tampa F&S,1822
3448,Toronto F&S,35431
3448,Vancouver F&S,512
345,Seattle F&S,44
345,Toronto F&S,154
3458,Edmonton F&S,24
3459,Edmonton F&S,4
346,Sacramento Main,5
346,Seattle F&S,37
346,Toronto F&S,906
346,USD Region Offices,1200
3464,Baltimore F&S,588
3464,Montreal F&S,702
3464,Seattle F&S,164
3467,Atlanta F&S,14699
3467,Baltimore F&S,13241
3467,Edmonton F&S,57736
3467,Great Lakes CC,8160
3467,Houston F&S,16464
3467,Montreal F&S,136
3467,Seattle F&S,19946
3467,Tampa F&S,7464
3467,Toronto F&S,123812
3468,Atlanta F&S,530
3468,Baltimore F&S,8557
3468,Edmonton F&S,8321
3468,Fontana,11500
3468,Great Lakes CC,20953
3468,Houston F&S,2548
3468,Montreal F&S,18
3468,Seattle F&S,6020
3468,Tampa F&S,3420
3468,Toronto F&S,30400
3468,USD Region Offices,10754
3469,Sacramento Main,200
3469,Seattle F&S,507
3469,Toronto F&S,24
3475,Atlanta F&S,1111
3475,Baltimore F&S,935
3475,Fontana,4500
3475,Great Lakes CC,606
3475,Houston F&S,884
3475,Sacramento Main,1744
3475,Seattle F&S,9120
3475,Tampa F&S,169
3475,Toronto F&S,330
3475,USD Region Offices,1534
3476,Atlanta F&S,5968
3476,Baltimore F&S,1743
3476,Fontana,5446
3476,Great Lakes CC,700
3476,Houston F&S,600
3476,Seattle F&S,16440
3476,Toronto F&S,3316
3477,Montreal F&S,525
3477,Vancouver F&S,1062
3479,Baltimore F&S,5458
3479,Edmonton F&S,4573
3479,Fontana,4134
3479,Great Lakes CC,922
3479,Houston F&S,700
3479,Seattle F&S,365
3479,Toronto F&S,5892
3479,USD Region Offices,5800
3479,Vancouver F&S,200
348,Fontana,19
348,Houston F&S,4
348,Sacramento Main,1
348,Seattle F&S,27
348,Tampa F&S,57
348,Toronto F&S,783
348,USD Region Offices,20
348,Vancouver F&S,9
3480,Atlanta F&S,10439
3481,Atlanta F&S,13185
3481,Houston F&S,4392
3481,Tampa F&S,7042
3484,Toronto F&S,24
3488,Edmonton F&S,2
3488,Sacramento Main,2
3488,Toronto F&S,9
349,Edmonton F&S,7
349,Fontana,242
349,Houston F&S,36
349,Montreal F&S,20
349,Sacramento Main,2
349,Seattle F&S,167
349,Tampa F&S,113
349,Toronto F&S,1518
349,USD Region Offices,408
349,Vancouver F&S,1
3492,Fontana,130
3497,Edmonton F&S,273
3497,Toronto F&S,9698
3498,Toronto F&S,81
3499,Toronto F&S,129
350,Fontana,1077
350,Great Lakes CC,6
350,Houston F&S,26
350,Montreal F&S,87
350,Seattle F&S,716
350,Tampa F&S,2
350,Toronto F&S,3155
350,USD Region Offices,22
3500,Toronto F&S,62
351,Edmonton F&S,6
351,Fontana,464
351,Great Lakes CC,2
351,Houston F&S,355
351,Montreal F&S,78
351,Seattle F&S,18
351,Tampa F&S,805
351,Toronto F&S,4230
351,USD Region Offices,750
351,Vancouver F&S,119
352,Atlanta F&S,25
352,Baltimore F&S,23
352,Edmonton F&S,83
352,Fontana,1721
352,Great Lakes CC,219
352,Houston F&S,1752
352,Montreal F&S,2000
352,Sacramento Main,67
352,Seattle F&S,928
352,Tampa F&S,3256
352,Toronto F&S,18662
352,USD Region Offices,440
352,Vancouver F&S,512
3521,Seattle F&S,14
353,Tampa F&S,482
353,USD Region Offices,3960
3539,Atlanta F&S,9
3539,Baltimore F&S,9
3539,USD Region Offices,72
354,Baltimore F&S,484
354,Houston F&S,104
354,Tampa F&S,781
354,Toronto F&S,88
3540,Atlanta F&S,53719
3540,Baltimore F&S,33656
3540,Fontana,7745
3540,Great Lakes CC,2226
3540,Houston F&S,22097
3540,Sacramento Main,1321
3540,Seattle F&S,1356
3540,Tampa F&S,28460
3541,Baltimore F&S,152
3541,Tampa F&S,200
3541,USD Region Offices,4254
3542,Atlanta F&S,18541
3542,Baltimore F&S,1940
3542,Great Lakes CC,18
3542,Houston F&S,331
3542,Tampa F&S,10257
3548,Toronto F&S,1380
3550,Edmonton F&S,12206
3550,Great Lakes CC,567
3550,Montreal F&S,1214
3550,Seattle F&S,150
3550,Toronto F&S,1701
3550,Vancouver F&S,2248
3552,Fontana,1104
3552,Sacramento Main,34
3552,Seattle F&S,1703
3555,Atlanta F&S,474
3555,Edmonton F&S,1360
3555,Great Lakes CC,356
3555,Linden,550
3555,Toronto F&S,2000
3555,USD Region Offices,50
3556,Atlanta F&S,12
3556,Houston F&S,8
3556,Tampa F&S,20
3557,Atlanta F&S,33664
3557,Houston F&S,6956
3557,Tampa F&S,30595
3557,USD Region Offices,4842
3558,Atlanta F&S,437
3558,Houston F&S,2896
3558,Tampa F&S,223
3559,Atlanta F&S,282
3559,Houston F&S,4542
3559,Tampa F&S,1098
356,Seattle F&S,390
356,Tampa F&S,258
356,Toronto F&S,1543
3560,Atlanta F&S,279
3560,Tampa F&S,169
3561,Seattle F&S,232
3564,Atlanta F&S,45
3564,Houston F&S,40
3567,Tampa F&S,750
3568,Atlanta F&S,186
3568,Baltimore F&S,195
3568,Great Lakes CC,1400
3568,Houston F&S,7844
3568,Tampa F&S,18466
357,Toronto F&S,32
3571,Atlanta F&S,2300
3571,Baltimore F&S,618
3571,USD Region Offices,2400
3572,Baltimore F&S,35
3572,Houston F&S,80
3572,Seattle F&S,6
3572,Tampa F&S,96
3573,Atlanta F&S,2
3573,Houston F&S,80
3573,Seattle F&S,5
3573,Tampa F&S,470
3574,Tampa F&S,77
3575,Atlanta F&S,194
3575,Baltimore F&S,11
3575,Houston F&S,80
3575,Seattle F&S,17
3575,Tampa F&S,514
3577,Baltimore F&S,13
3578,Baltimore F&S,20
3578,Houston F&S,98
3579,Atlanta F&S,23
3579,Houston F&S,40
358,Edmonton F&S,16
358,Fontana,94
358,Houston F&S,978
358,Seattle F&S,194
358,Tampa F&S,531
358,Toronto F&S,2628
3580,Atlanta F&S,173
3580,Houston F&S,18
3581,Atlanta F&S,1150
3581,Baltimore F&S,3
3581,Houston F&S,48
3582,Atlanta F&S,157
3582,Baltimore F&S,7
3582,Houston F&S,40
3583,Atlanta F&S,745
3583,Houston F&S,68
3583,Tampa F&S,1
3584,Atlanta F&S,675
3584,Baltimore F&S,39
3585,Atlanta F&S,423
3585,Baltimore F&S,88
3585,Houston F&S,68
3586,Atlanta F&S,218
3586,Baltimore F&S,29
3586,Houston F&S,76
3587,Atlanta F&S,385
3587,Baltimore F&S,44
3587,Houston F&S,200
3588,Atlanta F&S,336
3588,Houston F&S,80
359,Edmonton F&S,315
359,Fontana,60
359,Seattle F&S,259
359,Tampa F&S,420
359,Toronto F&S,3769
3590,Atlanta F&S,90
3590,Houston F&S,138
3591,Atlanta F&S,2284
3591,Baltimore F&S,1
3591,Houston F&S,52
3592,Atlanta F&S,177
3592,Houston F&S,38
3593,Atlanta F&S,1564
3593,Baltimore F&S,4
3593,Houston F&S,38
3594,Atlanta F&S,138
3594,Baltimore F&S,1
3594,Houston F&S,64
3595,Atlanta F&S,368
3595,Baltimore F&S,3
3595,Houston F&S,76
3596,Atlanta F&S,629
3596,Baltimore F&S,2
3596,Houston F&S,108
3597,Atlanta F&S,370
3597,Baltimore F&S,20
3598,Atlanta F&S,233
3598,Houston F&S,138
3599,Atlanta F&S,546
3599,Baltimore F&S,99
3599,Houston F&S,200
3599,Tampa F&S,1
36,Atlanta F&S,276
36,Toronto F&S,42
36,USD Region Offices,32
360,Seattle F&S,170
360,Toronto F&S,512
3600,Atlanta F&S,392
3600,Baltimore F&S,3613
3600,Houston F&S,98
3601,Atlanta F&S,724
3601,Baltimore F&S,92
3601,Seattle F&S,710
3602,Atlanta F&S,1336
3603,Atlanta F&S,156
3603,Houston F&S,340
3604,Atlanta F&S,153
3604,Houston F&S,346
3605,Baltimore F&S,100
3605,Great Lakes CC,33
3605,Tampa F&S,580
3606,Atlanta F&S,20000
3606,Baltimore F&S,17000
3606,Fontana,101852
3606,Houston F&S,67360
3606,Seattle F&S,116600
3606,Tampa F&S,103500
3606,Vancouver F&S,200
3608,Atlanta F&S,80
3609,Atlanta F&S,26
3609,Tampa F&S,430
361,Fontana,4
361,Houston F&S,170
361,Toronto F&S,3080
3610,Atlanta F&S,92
3610,Tampa F&S,134
3611,Atlanta F&S,196
3613,Atlanta F&S,208
3614,Atlanta F&S,47
3615,Atlanta F&S,60
3616,Atlanta F&S,118
3617,Atlanta F&S,149
3618,Atlanta F&S,54
3619,Edmonton F&S,52
362,Atlanta F&S,1
362,Fontana,71
362,Houston F&S,36
362,Montreal F&S,37
362,Seattle F&S,9
362,Tampa F&S,60
362,Toronto F&S,3010
362,USD Region Offices,170
3623,Edmonton F&S,95
3626,Atlanta F&S,2191
3626,Baltimore F&S,204
3626,Edmonton F&S,1006
3626,Fontana,7262
3626,Great Lakes CC,1319
3626,Montreal F&S,1204
3626,Sacramento Main,512
3626,Seattle F&S,561
3626,Toronto F&S,193
3626,Vancouver F&S,685
3627,Tampa F&S,20
3627,USD Region Offices,296
363,Atlanta F&S,29
363,Tampa F&S,13
3631,Seattle F&S,507
364,Toronto F&S,36
365,Houston F&S,120
365,Toronto F&S,3339
3657,Atlanta F&S,4300
3657,Baltimore F&S,20000
3657,Seattle F&S,27050
3657,Tampa F&S,15000
3657,Vancouver F&S,200
366,Baltimore F&S,56
366,Montreal F&S,2
366,Toronto F&S,1223
3661,Montreal F&S,450
367,Fontana,8
368,Edmonton F&S,6
368,Fontana,30
368,Houston F&S,8
368,Seattle F&S,5
368,Tampa F&S,85
368,Toronto F&S,955
3682,Tampa F&S,147
3684,Fontana,4415
3684,Sacramento Main,1698
3684,Seattle F&S,3660
369,Edmonton F&S,33
369,Fontana,210
369,Great Lakes CC,47
369,Houston F&S,202
369,Montreal F&S,514
369,Sacramento Main,72
369,Seattle F&S,64
369,Tampa F&S,1291
369,Toronto F&S,3157
369,USD Region Offices,4
369,Vancouver F&S,89
3693,Seattle F&S,175
3698,Fontana,1319
3698,Sacramento Main,98
3698,Seattle F&S,1605
37,Atlanta F&S,10
37,Fontana,12
37,Houston F&S,14
37,Toronto F&S,214
370,Baltimore F&S,254
370,Edmonton F&S,3
370,Fontana,1072
370,Great Lakes CC,37
370,Houston F&S,300
370,Montreal F&S,586
370,Sacramento Main,9
370,Seattle F&S,120
370,Tampa F&S,1043
370,Toronto F&S,3231
370,USD Region Offices,50
370,Vancouver F&S,42
371,Baltimore F&S,11
371,Fontana,144
371,Houston F&S,68
371,Montreal F&S,183
371,Tampa F&S,43
371,Toronto F&S,1118
3718,Fontana,383
3720,Houston F&S,248
3720,Sacramento Main,92
3720,Toronto F&S,1472
3721,Atlanta F&S,10167
3721,Baltimore F&S,166
3721,Houston F&S,1769
3721,Tampa F&S,19523
3722,Atlanta F&S,34
3722,Houston F&S,40
3724,Atlanta F&S,32
3725,Atlanta F&S,28
3729,Tampa F&S,300
373,Atlanta F&S,89
373,Edmonton F&S,4
373,Fontana,12
373,Houston F&S,21
373,Montreal F&S,21
373,Sacramento Main,8
373,Seattle F&S,11
373,Tampa F&S,124
373,Toronto F&S,404
373,USD Region Offices,14
373,Vancouver F&S,5
3730,Houston F&S,136
3731,Tampa F&S,900
3732,Houston F&S,24
3733,Atlanta F&S,650
3734,Atlanta F&S,650
3739,Atlanta F&S,106
3739,Fontana,73
3739,Sacramento Main,16
3739,Seattle F&S,208
3739,USD Region Offices,600
374,Atlanta F&S,69
374,Edmonton F&S,4
374,Fontana,21
374,Great Lakes CC,4
374,Houston F&S,21
374,Montreal F&S,19
374,Sacramento Main,8
374,Seattle F&S,17
374,Tampa F&S,133
374,Toronto F&S,125
374,USD Region Offices,14
374,Vancouver F&S,18
3740,Atlanta F&S,99
3740,Fontana,21
3740,Sacramento Main,5
3740,Seattle F&S,144
375,Toronto F&S,66
375,Vancouver F&S,14
376,Fontana,4
376,Houston F&S,14
376,Montreal F&S,1
376,Seattle F&S,8
376,Tampa F&S,15
376,Toronto F&S,12
376,USD Region Offices,14
377,Seattle F&S,4
377,Toronto F&S,40
378,Houston F&S,32
378,Seattle F&S,4
378,Tampa F&S,1
378,USD Region Offices,4
379,Seattle F&S,18
379,Tampa F&S,8
379,Toronto F&S,32
38,Atlanta F&S,30
38,Toronto F&S,6
38,USD Region Offices,4
380,Fontana,44
380,Tampa F&S,11
380,Toronto F&S,8
381,Baltimore F&S,334
381,Edmonton F&S,69
381,Fontana,2073
381,Great Lakes CC,422
381,Houston F&S,1161
381,Montreal F&S,2167
381,Sacramento Main,71
381,Seattle F&S,1490
381,Tampa F&S,3872
381,Toronto F&S,24111
381,USD Region Offices,10
381,Vancouver F&S,352
387,Seattle F&S,31
387,Toronto F&S,20
388,Seattle F&S,34
388,Toronto F&S,54
389,Toronto F&S,556
39,Atlanta F&S,12
39,Fontana,15
39,Toronto F&S,72
39,USD Region Offices,2
39,Vancouver F&S,8
390,Seattle F&S,20
390,Toronto F&S,1
3902,Atlanta F&S,14233
3902,Baltimore F&S,1162
3902,Houston F&S,11938
3902,Sacramento Main,444
3902,Seattle F&S,619
3902,Tampa F&S,23419
391,Seattle F&S,44
3912,Fontana,388
3912,Sacramento Main,23
3912,Seattle F&S,398
392,Houston F&S,77
392,Tampa F&S,7
392,Toronto F&S,2
393,Atlanta F&S,5905
394,Atlanta F&S,656
395,Atlanta F&S,730
395,Houston F&S,54
396,Atlanta F&S,4684
396,Houston F&S,100
397,Atlanta F&S,1173
3972,Atlanta F&S,34
3973,Atlanta F&S,253
3975,Atlanta F&S,199
3975,Baltimore F&S,41
3975,Houston F&S,1235
3975,Tampa F&S,1757
3981,Atlanta F&S,1
3981,Baltimore F&S,20629
3981,Edmonton F&S,13096
3981,Fontana,30975
3981,Great Lakes CC,2127
3981,Houston F&S,88724
3981,Montreal F&S,16263
3981,Sacramento Main,11059
3981,Seattle F&S,33637
3981,Tampa F&S,56344
3981,Toronto F&S,35930
3981,USD Region Offices,118200
3981,Vancouver F&S,10100
3982,Baltimore F&S,19
3982,Edmonton F&S,50
3982,Montreal F&S,261
3982,Tampa F&S,27
3982,Toronto F&S,72
3983,Atlanta F&S,942
3983,Baltimore F&S,26
3983,Edmonton F&S,1843
3983,Fontana,1236
3983,Great Lakes CC,80
3983,Houston F&S,5344
3983,Montreal F&S,93
3983,Sacramento Main,160
3983,Seattle F&S,391
3983,Tampa F&S,6748
3983,Toronto F&S,23106
3983,USD Region Offices,1980
3983,Vancouver F&S,832
3984,Atlanta F&S,175
3984,Baltimore F&S,1132
3984,Edmonton F&S,3602
3984,Montreal F&S,3459
3984,Sacramento Main,798
3984,Seattle F&S,468
3984,Tampa F&S,969
3984,Toronto F&S,17319
3984,USD Region Offices,80
3985,Atlanta F&S,1404
3985,Baltimore F&S,12789
3985,Edmonton F&S,6203
3985,Fontana,6080
3985,Great Lakes CC,11685
3985,Houston F&S,16860
3985,Linden,2784
3985,Montreal F&S,15948
3985,Sacramento Main,3769
3985,Seattle F&S,19775
3985,Tampa F&S,87474
3985,Toronto F&S,98293
3985,USD Region Offices,11784
3985,Vancouver F&S,8912
3986,Atlanta F&S,747
3986,Baltimore F&S,420
3986,Edmonton F&S,850
3986,Fontana,48
3986,Great Lakes CC,2332
3986,Houston F&S,20
3986,Montreal F&S,576
3986,Toronto F&S,504
3986,Vancouver F&S,12
3987,Atlanta F&S,23775
3987,Baltimore F&S,20391
3987,Edmonton F&S,34562
3987,Fontana,30857
3987,Great Lakes CC,16686
3987,Houston F&S,7751
3987,Linden,1925
3987,Montreal F&S,41783
3987,Sacramento Main,35794
3987,Seattle F&S,83718
3987,Tampa F&S,66116
3987,Toronto F&S,185675
3987,USD Region Offices,38274
3987,Vancouver F&S,5007
3989,Baltimore F&S,2734
3989,Edmonton F&S,112
3989,Fontana,10252
3989,Great Lakes CC,1775
3989,Houston F&S,96
3989,Montreal F&S,34
3989,Sacramento Main,1258
3989,Seattle F&S,7501
3989,Tampa F&S,1048
3989,Toronto F&S,18533
3989,Vancouver F&S,6336
3991,Atlanta F&S,187106
3991,Baltimore F&S,132100
3991,Edmonton F&S,1500
3991,Fontana,78528
3991,Great Lakes CC,13225
3991,Houston F&S,156229
3991,Montreal F&S,25884
3991,Sacramento Main,12872
3991,Seattle F&S,39152
3991,Tampa F&S,187562
3991,Toronto F&S,172758
3991,USD Region Offices,1326
3991,Vancouver F&S,1196
3993,Great Lakes CC,8
3993,Tampa F&S,1218
3994,Atlanta F&S,7749
3994,Baltimore F&S,792
3994,Fontana,74
3994,Houston F&S,3684
3994,Montreal F&S,159
3994,Seattle F&S,4
3994,Tampa F&S,8000
3994,Toronto F&S,30
3995,Atlanta F&S,15955
3995,Baltimore F&S,73
3995,Fontana,1157
3995,Great Lakes CC,19
3995,Houston F&S,3754
3995,Seattle F&S,791
3995,Tampa F&S,17452
3996,Atlanta F&S,489
3996,Baltimore F&S,431
3996,Fontana,2198
3996,Great Lakes CC,574
3996,Houston F&S,7140
3996,Seattle F&S,4332
3996,Tampa F&S,179
3997,Atlanta F&S,49712
